participant,trial,condition,rt_ms,correct
sub-016,97,incongruent,594.8,1
sub-016,98,incongruent,678.1,1
sub-016,99,incongruent,624.0,1
sub-016,100,congruent,506.9,1
sub-017,1,incongruent,687.2,1
sub-017,2,congruent,487.3,1
sub-017,3,congruent,516.2,1
sub-017,4,incongruent,696.2,1
sub-017,5,incongruent,700.0,1
sub-017,6,incongruent,641.4,1
sub-017,7,congruent,438.4,1
sub-017,8,incongruent,491.6,1
sub-017,9,incongruent,597.7,1
sub-017,10,congruent,452.3,1
sub-017,11,congruent,539.6,1
sub-017,12,incongruent,516.3,1
sub-017,13,congruent,546.3,1
sub-017,14,incongruent,484.5,1
sub-017,15,incongruent,609.9,1
sub-017,16,incongruent,696.6,0
sub-017,17,incongruent,609.1,1
sub-017,18,congruent,499.0,1
sub-017,19,congruent,601.9,1
sub-017,20,congruent,374.2,1
sub-017,21,congruent,508.8,1
sub-017,22,congruent,608.0,1
sub-017,23,congruent,445.5,1
sub-017,24,incongruent,631.0,0
sub-017,25,congruent,537.4,1
sub-017,26,congruent,527.2,1
sub-017,27,incongruent,638.7,1
sub-017,28,incongruent,714.2,1
sub-017,29,congruent,404.2,1
sub-017,30,incongruent,668.5,1
sub-017,31,congruent,594.0,1
sub-017,32,incongruent,695.5,1
sub-017,33,incongruent,608.8,1
sub-017,34,congruent,505.5,1
sub-017,35,incongruent,572.1,1
sub-017,36,incongruent,645.7,1
sub-017,37,incongruent,613.9,1
sub-017,38,congruent,481.6,1
sub-017,39,incongruent,561.3,1
sub-017,40,incongruent,600.5,1
sub-017,41,congruent,648.7,1
sub-017,42,congruent,446.9,1
sub-017,43,incongruent,524.2,1
sub-017,44,incongruent,610.0,1
sub-017,45,incongruent,536.6,0
sub-017,46,incongruent,463.2,1
sub-017,47,congruent,468.5,1
sub-017,48,congruent,441.3,1
sub-017,49,congruent,492.7,1
sub-017,50,congruent,488.0,1
sub-017,51,congruent,540.4,1
sub-017,52,congruent,407.5,1
sub-017,53,congruent,474.8,1
sub-017,54,congruent,466.6,1
sub-017,55,congruent,471.8,1
sub-017,56,congruent,594.2,1
sub-017,57,incongruent,711.6,1
sub-017,58,congruent,508.0,1
sub-017,59,incongruent,634.7,1
sub-017,60,incongruent,651.6,1
sub-017,61,congruent,548.8,1
sub-017,62,incongruent,666.1,1
sub-017,63,incongruent,536.1,1
sub-017,64,congruent,534.7,1
sub-017,65,congruent,559.9,1
sub-017,66,congruent,401.0,1
sub-017,67,incongruent,603.6,1
sub-017,68,congruent,380.8,1
sub-017,69,incongruent,478.1,1
sub-017,70,incongruent,586.8,1
sub-017,71,congruent,556.2,1
sub-017,72,congruent,578.3,1
sub-017,73,congruent,511.2,1
sub-017,74,incongruent,534.4,1
sub-017,75,congruent,558.1,1
sub-017,76,incongruent,570.4,1
sub-017,77,incongruent,606.6,1
sub-017,78,incongruent,600.6,1
sub-017,79,congruent,580.0,1
sub-017,80,incongruent,705.9,1
sub-017,81,incongruent,645.7,1
sub-017,82,incongruent,671.5,1
sub-017,83,congruent,498.6,1
sub-017,84,incongruent,540.7,1
sub-017,85,congruent,493.4,1
sub-017,86,congruent,575.0,1
sub-017,87,congruent,490.1,1
sub-017,88,incongruent,579.8,1
sub-017,89,incongruent,590.5,1
sub-017,90,incongruent,547.6,0
sub-017,91,incongruent,665.5,1
sub-017,92,incongruent,710.9,1
sub-017,93,incongruent,559.0,1
sub-017,94,incongruent,647.5,1
sub-017,95,congruent,408.5,1
sub-017,96,congruent,564.0,1
sub-017,97,congruent,491.8,1
sub-017,98,congruent,447.0,1
sub-017,99,congruent,463.9,1
sub-017,100,incongruent,590.6,1
sub-018,1,incongruent,729.5,1
sub-018,2,incongruent,644.5,1
sub-018,3,congruent,478.3,1
sub-018,4,congruent,503.0,1
sub-018,5,incongruent,632.1,1
sub-018,6,incongruent,670.5,1
sub-018,7,incongruent,629.6,1
sub-018,8,congruent,567.8,1
sub-018,9,congruent,433.0,1
sub-018,10,congruent,505.1,1
sub-018,11,incongruent,603.3,1
sub-018,12,congruent,496.7,1
sub-018,13,congruent,530.6,1
sub-018,14,incongruent,646.9,1
sub-018,15,incongruent,656.0,1
sub-018,16,congruent,518.6,1
sub-018,17,congruent,568.0,1
sub-018,18,incongruent,624.9,0
sub-018,19,incongruent,570.2,1
sub-018,20,congruent,578.0,1
sub-018,21,incongruent,577.2,1
sub-018,22,congruent,622.2,1
sub-018,23,congruent,452.3,1
sub-018,24,congruent,469.7,1
sub-018,25,congruent,558.8,1
sub-018,26,congruent,566.7,1
sub-018,27,congruent,522.2,1
sub-018,28,congruent,550.2,1
sub-018,29,incongruent,721.9,1
sub-018,30,incongruent,725.3,1
sub-018,31,congruent,441.6,1
sub-018,32,incongruent,714.0,0
sub-018,33,incongruent,585.4,1
sub-018,34,incongruent,671.3,1
sub-018,35,incongruent,752.2,1
sub-018,36,incongruent,633.8,1
sub-018,37,congruent,476.4,1
sub-018,38,incongruent,614.7,1
sub-018,39,congruent,464.6,1
sub-018,40,congruent,564.5,1
sub-018,41,congruent,498.6,1
sub-018,42,congruent,423.1,1
sub-018,43,incongruent,596.9,1
sub-018,44,incongruent,598.0,1
sub-018,45,congruent,566.8,1
sub-018,46,congruent,568.4,1
sub-018,47,incongruent,654.5,1
sub-018,48,congruent,561.9,1
sub-018,49,incongruent,643.1,1
sub-018,50,congruent,586.8,1
sub-018,51,incongruent,576.7,1
sub-018,52,congruent,626.5,1
sub-018,53,incongruent,540.6,1
sub-018,54,incongruent,561.5,1
sub-018,55,incongruent,688.3,1
sub-018,56,congruent,536.3,1
sub-018,57,congruent,512.1,1
sub-018,58,congruent,595.5,1
sub-018,59,congruent,631.6,1
sub-018,60,incongruent,624.0,1
sub-018,61,congruent,585.0,0
sub-018,62,incongruent,656.2,1
sub-018,63,congruent,429.6,1
sub-018,64,congruent,537.1,1
sub-018,65,congruent,589.8,0
sub-018,66,congruent,497.1,1
sub-018,67,congruent,619.3,1
sub-018,68,incongruent,650.7,1
sub-018,69,incongruent,703.8,1
sub-018,70,congruent,532.5,1
sub-018,71,congruent,532.6,1
sub-018,72,incongruent,676.9,1
sub-018,73,incongruent,549.0,1
sub-018,74,incongruent,604.4,1
sub-018,75,incongruent,707.9,1
sub-018,76,congruent,533.5,1
sub-018,77,incongruent,610.1,1
sub-018,78,incongruent,659.9,1
sub-018,79,incongruent,760.2,1
sub-018,80,incongruent,514.2,1
sub-018,81,congruent,530.2,1
sub-018,82,incongruent,615.5,1
sub-018,83,incongruent,576.7,1
sub-018,84,congruent,652.8,0
sub-018,85,incongruent,620.6,1
sub-018,86,congruent,596.8,1
sub-018,87,incongruent,558.5,0
sub-018,88,congruent,434.3,1
sub-018,89,incongruent,495.9,1
sub-018,90,congruent,587.0,1
sub-018,91,congruent,677.3,0
sub-018,92,congruent,593.0,1
sub-018,93,incongruent,617.2,1
sub-018,94,congruent,486.4,1
sub-018,95,incongruent,649.7,1
sub-018,96,incongruent,659.3,1
sub-018,97,incongruent,535.1,1
sub-018,98,congruent,635.1,1
sub-018,99,incongruent,632.6,1
sub-018,100,incongruent,699.3,1
sub-019,1,incongruent,583.9,1
sub-019,2,incongruent,558.2,1
sub-019,3,incongruent,639.2,1
sub-019,4,congruent,555.0,1
sub-019,5,congruent,498.4,1
sub-019,6,incongruent,666.9,1
sub-019,7,incongruent,670.5,1
sub-019,8,congruent,572.5,1
sub-019,9,congruent,531.0,1
sub-019,10,congruent,588.6,1
sub-019,11,congruent,619.9,1
sub-019,12,incongruent,542.2,1
sub-019,13,incongruent,594.0,1
sub-019,14,congruent,522.6,1
sub-019,15,incongruent,600.0,1
sub-019,16,incongruent,616.5,1
sub-019,17,incongruent,590.4,1
sub-019,18,incongruent,483.3,1
sub-019,19,incongruent,566.3,1
sub-019,20,congruent,375.7,1
sub-019,21,incongruent,730.0,1
sub-019,22,incongruent,590.2,1
sub-019,23,congruent,439.3,1
sub-019,24,congruent,370.3,1
sub-019,25,congruent,583.6,1
sub-019,26,congruent,544.0,1
sub-019,27,incongruent,486.2,1
sub-019,28,congruent,492.7,1
sub-019,29,incongruent,619.1,1
sub-019,30,congruent,513.0,1
sub-019,31,congruent,534.5,1
sub-019,32,incongruent,639.6,1
sub-019,33,congruent,523.4,1
sub-019,34,congruent,431.5,1
sub-019,35,incongruent,693.8,1
sub-019,36,incongruent,615.9,1
sub-019,37,congruent,500.7,1
sub-019,38,incongruent,618.1,1
sub-019,39,congruent,545.8,1
sub-019,40,congruent,439.6,1
sub-019,41,incongruent,594.9,1
sub-019,42,incongruent,611.9,1
sub-019,43,incongruent,638.9,1
sub-019,44,congruent,641.6,1
sub-019,45,congruent,515.2,1
sub-019,46,congruent,544.3,1
sub-019,47,incongruent,641.0,1
sub-019,48,incongruent,588.2,1
sub-019,49,incongruent,638.0,0
sub-019,50,congruent,485.5,1
sub-019,51,congruent,645.9,1
sub-019,52,incongruent,712.0,1
sub-019,53,incongruent,624.0,1
sub-019,54,incongruent,612.4,1
sub-019,55,congruent,504.2,1
sub-019,56,congruent,554.3,1
sub-019,57,incongruent,497.1,1
sub-019,58,incongruent,597.2,1
sub-019,59,incongruent,593.7,1
sub-019,60,incongruent,619.3,1
sub-019,61,congruent,528.6,1
sub-019,62,incongruent,570.5,1
sub-019,63,incongruent,653.2,0
sub-019,64,incongruent,720.0,1
sub-019,65,congruent,549.3,1
sub-019,66,incongruent,631.2,1
sub-019,67,incongruent,630.3,1
sub-019,68,congruent,547.2,1
sub-019,69,congruent,452.1,1
sub-019,70,congruent,473.9,1
sub-019,71,congruent,527.3,1
sub-019,72,congruent,566.8,1
sub-019,73,congruent,552.5,1
sub-019,74,incongruent,622.3,1
sub-019,75,incongruent,430.4,1
sub-019,76,incongruent,645.3,1
sub-019,77,incongruent,639.2,1
sub-019,78,congruent,606.0,1
sub-019,79,congruent,623.0,1
sub-019,80,congruent,466.4,1
sub-019,81,congruent,524.1,1
sub-019,82,congruent,466.9,1
sub-019,83,congruent,468.0,1
sub-019,84,incongruent,668.8,1
sub-019,85,congruent,532.8,1
sub-019,86,incongruent,675.7,1
sub-019,87,congruent,443.1,1
sub-019,88,congruent,517.4,1
sub-019,89,incongruent,583.5,1
sub-019,90,congruent,442.2,1
sub-019,91,incongruent,496.9,1
sub-019,92,incongruent,682.1,1
sub-019,93,congruent,464.3,1
sub-019,94,congruent,460.2,1
sub-019,95,congruent,550.2,1
sub-019,96,incongruent,632.9,1
sub-019,97,congruent,527.9,1
sub-019,98,congruent,456.9,0
sub-019,99,incongruent,752.4,1
sub-019,100,incongruent,681.5,1
sub-020,1,incongruent,503.9,0
sub-020,2,incongruent,486.2,1
sub-020,3,congruent,503.1,1
sub-020,4,congruent,489.4,1
sub-020,5,congruent,547.3,1
sub-020,6,incongruent,526.8,1
sub-020,7,congruent,421.9,1
sub-020,8,incongruent,609.9,1
sub-020,9,incongruent,642.4,1
sub-020,10,incongruent,453.5,1
sub-020,11,incongruent,660.6,0
sub-020,12,incongruent,432.7,0
sub-020,13,congruent,556.2,1
sub-020,14,congruent,358.7,1
sub-020,15,incongruent,530.9,1
sub-020,16,incongruent,535.7,1
sub-020,17,incongruent,567.3,1
sub-020,18,incongruent,480.8,1
sub-020,19,congruent,331.3,1
sub-020,20,congruent,407.2,1
sub-020,21,congruent,527.9,1
sub-020,22,incongruent,557.5,1
sub-020,23,incongruent,563.8,1
sub-020,24,incongruent,530.3,1
sub-020,25,congruent,471.4,1
sub-020,26,congruent,517.5,1
sub-020,27,incongruent,671.4,1
sub-020,28,incongruent,538.4,0
sub-020,29,congruent,448.7,1
sub-020,30,incongruent,528.7,1
sub-020,31,incongruent,632.2,1
sub-020,32,congruent,520.7,1
sub-020,33,incongruent,492.1,0
sub-020,34,incongruent,608.6,0
sub-020,35,incongruent,538.7,1
sub-020,36,congruent,428.3,1
sub-020,37,congruent,464.4,0
sub-020,38,congruent,488.0,1
sub-020,39,congruent,426.9,1
sub-020,40,incongruent,501.4,0
sub-020,41,congruent,594.3,0
sub-020,42,congruent,479.3,1
sub-020,43,congruent,497.1,1
sub-020,44,incongruent,587.1,1
sub-020,45,incongruent,557.6,1
sub-020,46,incongruent,507.0,1
sub-020,47,congruent,544.1,1
sub-020,48,congruent,553.0,1
sub-020,49,congruent,527.5,1
sub-020,50,incongruent,501.7,1
sub-020,51,incongruent,597.0,1
sub-020,52,congruent,508.0,1
sub-020,53,incongruent,582.3,1
sub-020,54,congruent,390.5,1
sub-020,55,congruent,533.1,1
sub-020,56,incongruent,636.7,1
sub-020,57,congruent,455.0,1
sub-020,58,congruent,499.0,1
sub-020,59,congruent,458.3,1
sub-020,60,incongruent,603.7,1
sub-020,61,incongruent,509.3,0
sub-020,62,congruent,491.6,1
sub-020,63,incongruent,654.5,1
sub-020,64,congruent,452.2,1
sub-020,65,incongruent,590.7,1
sub-020,66,congruent,451.6,1
sub-020,67,incongruent,549.0,1
sub-020,68,congruent,439.9,1
sub-020,69,congruent,393.1,1
sub-020,70,congruent,328.8,1
sub-020,71,incongruent,635.7,1
sub-020,72,congruent,533.4,1
sub-020,73,congruent,483.8,1
sub-020,74,congruent,504.4,1
sub-020,75,congruent,482.0,1
sub-020,76,congruent,467.3,1
sub-020,77,congruent,457.7,1
sub-020,78,congruent,530.6,1
sub-020,79,incongruent,530.5,0
sub-020,80,incongruent,469.9,1
sub-020,81,incongruent,553.7,1
sub-020,82,incongruent,703.8,1
sub-020,83,incongruent,615.5,1
sub-020,84,congruent,486.6,0
sub-020,85,incongruent,546.4,1
sub-020,86,incongruent,557.6,0
sub-020,87,congruent,514.9,1
sub-020,88,congruent,437.3,1
sub-020,89,congruent,479.8,1
sub-020,90,incongruent,505.6,1
sub-020,91,congruent,464.1,1
sub-020,92,congruent,459.1,1
sub-020,93,incongruent,530.1,1
sub-020,94,congruent,423.9,0
sub-020,95,congruent,576.8,1
sub-020,96,incongruent,557.0,0
sub-020,97,incongruent,395.5,1
sub-020,98,incongruent,579.4,1
sub-020,99,incongruent,524.8,1
sub-020,100,incongruent,562.2,1
sub-021,1,congruent,479.4,1
sub-021,2,incongruent,642.1,1
sub-021,3,congruent,532.8,1
sub-021,4,incongruent,577.5,1
sub-021,5,congruent,543.3,1
sub-021,6,congruent,389.0,1
sub-021,7,incongruent,619.7,0
sub-021,8,incongruent,507.3,1
sub-021,9,incongruent,479.4,1
sub-021,10,incongruent,574.5,0
sub-021,11,congruent,403.8,1
sub-021,12,congruent,505.6,1
sub-021,13,incongruent,628.5,1
sub-021,14,congruent,482.3,1
sub-021,15,congruent,481.6,1
sub-021,16,congruent,449.1,1
sub-021,17,congruent,522.4,1
sub-021,18,congruent,365.4,1
sub-021,19,incongruent,477.0,1
sub-021,20,congruent,400.2,1
sub-021,21,congruent,561.3,1
sub-021,22,congruent,424.2,1
sub-021,23,incongruent,569.3,1
sub-021,24,incongruent,544.0,1
sub-021,25,incongruent,541.4,1
sub-021,26,incongruent,456.1,1
sub-021,27,incongruent,604.5,1
sub-021,28,incongruent,462.6,1
sub-021,29,incongruent,521.9,1
sub-021,30,incongruent,531.7,1
sub-021,31,incongruent,629.3,0
sub-021,32,congruent,475.9,1
sub-021,33,congruent,543.2,1
sub-021,34,incongruent,501.4,1
sub-021,35,incongruent,624.5,1
sub-021,36,congruent,463.7,1
sub-021,37,congruent,485.8,1
sub-021,38,congruent,432.0,1
sub-021,39,congruent,513.6,1
sub-021,40,incongruent,675.5,1
sub-021,41,congruent,553.1,1
sub-021,42,congruent,544.6,1
sub-021,43,incongruent,560.0,1
sub-021,44,incongruent,613.5,0
sub-021,45,congruent,438.5,1
sub-021,46,congruent,484.9,1
sub-021,47,congruent,435.3,1
sub-021,48,congruent,477.4,1
sub-021,49,congruent,611.0,1
sub-021,50,incongruent,567.6,1
sub-021,51,incongruent,539.7,1
sub-021,52,congruent,384.5,1
sub-021,53,congruent,515.8,1
sub-021,54,incongruent,483.9,1
sub-021,55,incongruent,612.0,1
sub-021,56,incongruent,564.2,1
sub-021,57,congruent,421.6,1
sub-021,58,incongruent,498.2,1
sub-021,59,congruent,532.6,1
sub-021,60,incongruent,612.2,1
sub-021,61,congruent,501.2,1
sub-021,62,incongruent,664.5,1
sub-021,63,incongruent,642.0,1
sub-021,64,incongruent,536.5,1
sub-021,65,incongruent,543.5,1
sub-021,66,congruent,519.1,0
sub-021,67,congruent,475.7,1
sub-021,68,incongruent,603.1,1
sub-021,69,congruent,524.7,1
sub-021,70,incongruent,525.5,1
sub-021,71,congruent,516.9,1
sub-021,72,incongruent,541.3,1
sub-021,73,incongruent,673.6,1
sub-021,74,congruent,478.5,1
sub-021,75,congruent,397.3,1
sub-021,76,congruent,537.2,1
sub-021,77,incongruent,521.1,1
sub-021,78,incongruent,644.9,1
sub-021,79,congruent,572.9,1
sub-021,80,incongruent,486.1,0
sub-021,81,incongruent,532.0,1
sub-021,82,congruent,623.9,1
sub-021,83,congruent,498.6,1
sub-021,84,congruent,482.5,1
sub-021,85,congruent,494.6,1
sub-021,86,incongruent,567.1,1
sub-021,87,congruent,513.9,1
sub-021,88,incongruent,552.4,1
sub-021,89,congruent,476.1,1
sub-021,90,incongruent,651.0,1
sub-021,91,congruent,428.2,1
sub-021,92,incongruent,543.4,1
sub-021,93,incongruent,523.0,1
sub-021,94,congruent,561.6,1
sub-021,95,incongruent,542.6,0
sub-021,96,incongruent,524.2,1
sub-021,97,congruent,396.3,1
sub-021,98,congruent,490.3,1
sub-021,99,incongruent,633.0,1
sub-021,100,incongruent,504.8,1
sub-022,1,incongruent,675.0,1
sub-022,2,incongruent,595.9,1
sub-022,3,incongruent,653.7,1
sub-022,4,congruent,407.8,1
sub-022,5,incongruent,674.7,1
sub-022,6,congruent,423.3,1
sub-022,7,congruent,516.7,1
sub-022,8,congruent,582.5,1
sub-022,9,incongruent,590.4,1
sub-022,10,incongruent,680.4,1
sub-022,11,incongruent,609.8,1
sub-022,12,congruent,566.0,1
sub-022,13,congruent,595.3,1
sub-022,14,incongruent,643.4,1
sub-022,15,congruent,572.2,1
sub-022,16,incongruent,748.3,1
sub-022,17,congruent,583.9,1
sub-022,18,congruent,431.7,1
sub-022,19,incongruent,629.8,1
sub-022,20,incongruent,622.3,1
sub-022,21,incongruent,547.1,1
sub-022,22,incongruent,582.8,1
sub-022,23,congruent,363.3,1
sub-022,24,congruent,385.5,1
sub-022,25,congruent,538.8,1
sub-022,26,congruent,477.8,1
sub-022,27,congruent,481.0,1
sub-022,28,congruent,479.9,1
sub-022,29,incongruent,570.0,1
sub-022,30,congruent,444.3,1
sub-022,31,incongruent,644.2,0
sub-022,32,incongruent,590.0,1
sub-022,33,incongruent,686.4,1
sub-022,34,incongruent,531.3,1
sub-022,35,congruent,533.7,1
sub-022,36,congruent,546.4,1
sub-022,37,incongruent,583.4,1
sub-022,38,incongruent,548.3,1
sub-022,39,incongruent,674.2,0
sub-022,40,congruent,555.6,1
sub-022,41,congruent,556.2,1
sub-022,42,congruent,547.5,1
sub-022,43,incongruent,628.7,1
sub-022,44,incongruent,588.1,1
sub-022,45,congruent,587.9,1
sub-022,46,congruent,621.8,1
sub-022,47,congruent,567.5,0
sub-022,48,incongruent,716.6,0
sub-022,49,incongruent,494.9,1
sub-022,50,congruent,497.0,1
sub-022,51,incongruent,574.9,1
sub-022,52,incongruent,531.9,1
sub-022,53,incongruent,467.6,1
sub-022,54,incongruent,655.8,1
sub-022,55,incongruent,663.4,1
sub-022,56,congruent,444.1,1
sub-022,57,congruent,465.7,1
sub-022,58,congruent,445.0,1
sub-022,59,incongruent,539.5,1
sub-022,60,congruent,483.3,1
sub-022,61,congruent,630.5,1
sub-022,62,incongruent,583.5,1
sub-022,63,congruent,508.8,1
sub-022,64,congruent,515.1,1
sub-022,65,congruent,477.2,1
sub-022,66,congruent,532.7,1
sub-022,67,incongruent,602.6,1
sub-022,68,congruent,531.4,1
sub-022,69,incongruent,586.6,1
sub-022,70,congruent,423.1,1
sub-022,71,incongruent,605.6,1
sub-022,72,congruent,530.3,1
sub-022,73,incongruent,532.6,1
sub-022,74,incongruent,505.1,1
sub-022,75,congruent,510.0,1
sub-022,76,incongruent,588.9,1
sub-022,77,incongruent,587.0,1
sub-022,78,congruent,474.2,1
sub-022,79,incongruent,544.0,1
sub-022,80,congruent,599.4,1
sub-022,81,incongruent,451.8,1
sub-022,82,incongruent,598.5,1
sub-022,83,congruent,482.1,1
sub-022,84,incongruent,639.6,1
sub-022,85,congruent,518.2,1
sub-022,86,incongruent,620.2,1
sub-022,87,congruent,421.9,1
sub-022,88,incongruent,524.5,0
sub-022,89,congruent,526.4,1
sub-022,90,congruent,470.2,1
sub-022,91,incongruent,589.0,1
sub-022,92,congruent,561.0,1
sub-022,93,incongruent,631.5,1
sub-022,94,incongruent,492.9,1
sub-022,95,incongruent,671.9,1
sub-022,96,congruent,459.9,1
sub-022,97,incongruent,578.6,1
sub-022,98,congruent,480.1,1
sub-022,99,congruent,635.3,1
sub-022,100,congruent,552.5,1
sub-023,1,incongruent,538.8,1
sub-023,2,incongruent,560.1,1
sub-023,3,congruent,543.3,1
sub-023,4,congruent,491.3,0
sub-023,5,incongruent,437.5,1
sub-023,6,incongruent,579.7,1
sub-023,7,incongruent,700.4,1
sub-023,8,incongruent,574.7,1
sub-023,9,congruent,499.9,1
sub-023,10,congruent,335.8,1
sub-023,11,incongruent,556.8,1
sub-023,12,congruent,481.7,1
sub-023,13,incongruent,588.5,1
sub-023,14,congruent,443.6,1
sub-023,15,congruent,452.2,1
sub-023,16,congruent,375.2,1
sub-023,17,incongruent,513.6,1
sub-023,18,congruent,448.7,1
sub-023,19,congruent,506.9,1
sub-023,20,congruent,472.9,1
sub-023,21,incongruent,625.3,1
sub-023,22,incongruent,654.1,1
sub-023,23,congruent,441.7,1
sub-023,24,incongruent,546.5,0
sub-023,25,congruent,571.7,1
sub-023,26,incongruent,515.6,0
sub-023,27,congruent,390.1,1
sub-023,28,congruent,425.5,1
sub-023,29,congruent,376.8,1
sub-023,30,congruent,385.7,1
sub-023,31,congruent,399.0,1
sub-023,32,congruent,445.2,1
sub-023,33,incongruent,616.2,1
sub-023,34,incongruent,569.5,0
sub-023,35,congruent,422.1,1
sub-023,36,congruent,598.0,1
sub-023,37,congruent,450.2,1
sub-023,38,incongruent,609.2,1
sub-023,39,congruent,505.1,1
sub-023,40,congruent,454.2,1
sub-023,41,congruent,504.1,1
sub-023,42,incongruent,594.0,1
sub-023,43,incongruent,550.0,0
sub-023,44,congruent,436.3,1
sub-023,45,incongruent,577.7,1
sub-023,46,incongruent,461.7,1
sub-023,47,incongruent,582.9,1
sub-023,48,congruent,484.2,1
sub-023,49,congruent,497.3,1
sub-023,50,incongruent,600.2,1
sub-023,51,incongruent,556.5,1
sub-023,52,congruent,566.6,1
sub-023,53,congruent,409.4,1
sub-023,54,congruent,420.1,1
sub-023,55,congruent,471.2,1
sub-023,56,incongruent,686.4,1
sub-023,57,incongruent,650.3,1
sub-023,58,congruent,552.2,1
sub-023,59,incongruent,688.3,1
sub-023,60,congruent,419.5,1
sub-023,61,incongruent,399.5,1
sub-023,62,incongruent,618.8,1
sub-023,63,incongruent,511.9,0
sub-023,64,congruent,456.5,1
sub-023,65,incongruent,627.5,1
sub-023,66,congruent,403.0,1
sub-023,67,incongruent,557.8,1
sub-023,68,congruent,540.8,1
sub-023,69,incongruent,655.8,1
sub-023,70,incongruent,634.9,1
sub-023,71,incongruent,669.4,1
sub-023,72,incongruent,546.9,1
sub-023,73,incongruent,567.1,1
sub-023,74,congruent,537.4,1
sub-023,75,congruent,535.8,1
sub-023,76,congruent,541.0,1
sub-023,77,incongruent,649.9,1
sub-023,78,incongruent,718.2,1
sub-023,79,congruent,517.9,1
sub-023,80,incongruent,511.1,0
sub-023,81,congruent,499.6,1
sub-023,82,incongruent,547.8,1
sub-023,83,incongruent,529.1,1
sub-023,84,incongruent,658.5,1
sub-023,85,incongruent,697.2,1
sub-023,86,incongruent,611.6,1
sub-023,87,congruent,503.5,1
sub-023,88,incongruent,554.5,1
sub-023,89,congruent,447.0,1
sub-023,90,incongruent,469.9,1
sub-023,91,congruent,525.9,1
sub-023,92,congruent,446.3,1
sub-023,93,congruent,514.5,1
sub-023,94,incongruent,610.7,0
sub-023,95,incongruent,451.3,1
sub-023,96,congruent,555.7,1
sub-023,97,incongruent,601.4,0
sub-023,98,congruent,502.6,1
sub-023,99,congruent,384.2,1
sub-023,100,incongruent,589.8,1
sub-024,1,congruent,470.8,1
sub-024,2,incongruent,551.4,1
sub-024,3,congruent,470.1,1
sub-024,4,congruent,502.4,1
sub-024,5,congruent,379.3,1
sub-024,6,incongruent,707.9,1
sub-024,7,incongruent,599.3,1
sub-024,8,congruent,374.3,1
sub-024,9,congruent,375.7,1
sub-024,10,congruent,368.6,1
sub-024,11,congruent,548.1,1
sub-024,12,congruent,537.0,1
sub-024,13,congruent,488.8,1
sub-024,14,congruent,403.7,1
sub-024,15,incongruent,757.1,1
sub-024,16,incongruent,536.9,1
sub-024,17,congruent,403.2,1
sub-024,18,incongruent,647.4,1
sub-024,19,congruent,552.6,1
sub-024,20,congruent,306.0,1
sub-024,21,incongruent,637.0,1
sub-024,22,incongruent,555.0,1
sub-024,23,incongruent,525.9,1
sub-024,24,congruent,478.3,1
sub-024,25,congruent,421.2,1
sub-024,26,incongruent,616.7,1
sub-024,27,congruent,306.1,1
sub-024,28,congruent,480.8,1
sub-024,29,incongruent,684.1,1
sub-024,30,incongruent,520.9,1
sub-024,31,incongruent,542.0,1
sub-024,32,congruent,497.4,1
sub-024,33,incongruent,693.5,0
sub-024,34,incongruent,645.9,1
sub-024,35,congruent,538.9,1
sub-024,36,incongruent,447.3,1
sub-024,37,congruent,381.5,1
sub-024,38,congruent,475.6,0
sub-024,39,congruent,476.2,1
sub-024,40,incongruent,591.1,1
sub-024,41,incongruent,543.6,1
sub-024,42,incongruent,596.0,1
sub-024,43,congruent,358.4,1
sub-024,44,congruent,402.4,1
sub-024,45,congruent,327.3,1
sub-024,46,congruent,348.4,1
sub-024,47,incongruent,606.9,1
sub-024,48,congruent,514.3,1
sub-024,49,incongruent,563.0,1
sub-024,50,incongruent,581.8,1
sub-024,51,congruent,566.1,1
sub-024,52,incongruent,497.3,1
sub-024,53,incongruent,536.7,1
sub-024,54,congruent,453.8,1
sub-024,55,congruent,431.5,1
sub-024,56,incongruent,631.7,1
sub-024,57,congruent,426.9,1
sub-024,58,incongruent,699.2,1
sub-024,59,congruent,460.2,1
sub-024,60,congruent,526.4,1
sub-024,61,congruent,450.1,1
sub-024,62,congruent,380.3,1
sub-024,63,incongruent,650.5,1
sub-024,64,congruent,479.9,1
sub-024,65,incongruent,576.3,1
sub-024,66,congruent,367.0,1
sub-024,67,incongruent,506.0,1
sub-024,68,incongruent,571.1,1
sub-024,69,incongruent,568.9,1
sub-024,70,incongruent,596.8,0
sub-024,71,congruent,442.6,1
sub-024,72,incongruent,582.2,1
sub-024,73,congruent,387.9,1
sub-024,74,incongruent,669.4,1
sub-024,75,congruent,521.6,1
sub-024,76,congruent,521.3,1
sub-024,77,incongruent,650.0,1
sub-024,78,incongruent,628.9,1
sub-024,79,incongruent,808.1,1
sub-024,80,incongruent,650.4,0
sub-024,81,incongruent,571.2,1
sub-024,82,incongruent,511.0,1
sub-024,83,incongruent,661.7,1
sub-024,84,incongruent,600.3,1
sub-024,85,incongruent,570.8,1
sub-024,86,congruent,466.0,1
sub-024,87,congruent,388.5,1
sub-024,88,incongruent,558.1,1
sub-024,89,incongruent,545.2,1
sub-024,90,congruent,414.5,1
sub-024,91,incongruent,661.2,1
sub-024,92,congruent,387.3,1
sub-024,93,incongruent,636.3,1
sub-024,94,incongruent,591.0,1
